Index	e_above_hull	formation_energy	Sn_fraction
gen-2-84	0.022892	0.022892	1.000000
gen-2-85	0.010917	0.010917	1.000000
gen-2-86	0.011599	0.011599	1.000000
gen-2-87	0.036653	-0.165957	0.125000
gen-2-88	0.029373	-0.292384	0.200000
gen-2-89	0.010983	0.010983	1.000000
gen-2-90	0.031535	-0.315492	0.375000
gen-2-91	0.010810	0.010810	1.000000
gen-2-92	0.009943	-0.347444	0.333333
gen-2-93	0.021377	0.021377	1.000000
gen-2-94	0.017755	-0.339633	0.333333
gen-2-95	0.025833	-0.233656	0.600000
gen-2-96	0.009157	0.009157	1.000000
gen-2-97	0.034050	-0.225439	0.600000
gen-2-98	0.007576	0.007576	1.000000
gen-2-99	0.014615	-0.342773	0.333333
gen-2-100	0.015023	0.015023	0.000000
gen-2-101	0.015240	0.015240	1.000000
gen-2-102	0.031252	-0.244369	0.571429
gen-2-103	0.016672	0.016672	1.000000
gen-2-104	0.022931	-0.317881	0.400000
gen-2-105	0.011018	0.011018	1.000000
gen-2-106	0.008841	-0.261305	0.166667
gen-2-107	0.011646	0.011646	1.000000
gen-2-108	0.016013	-0.205837	0.666667
gen-2-109	0.016882	-0.304875	0.200000
gen-2-110	0.031387	-0.237512	0.583333
gen-2-111	0.015137	0.015137	1.000000
gen-2-112	0.042084	0.042084	1.000000
gen-2-113	0.000509	-0.315439	0.500000
gen-2-114	0.013731	-0.196357	0.687500
gen-2-115	0.015787	0.015787	1.000000
gen-2-116	0.016479	0.016479	0.000000
gen-2-117	0.011262	0.011262	1.000000
gen-2-118	0.050803	0.050803	1.000000
gen-2-119	0.000483	-0.365672	0.250000
gen-2-120	0.009335	0.009335	1.000000
gen-2-121	0.017248	0.017248	1.000000
gen-2-122	0.033868	-0.323520	0.333333
gen-2-123	0.002649	-0.347969	0.222222
gen-2-124	0.000881	-0.365275	0.250000
gen-2-125	0.032291	-0.283657	0.500000
gen-2-126	0.003020	-0.171781	0.750000
gen-2-127	0.025555	-0.243344	0.583333
gen-2-128	0.017088	0.017088	1.000000
gen-2-129	0.015323	0.015323	1.000000
gen-2-130	0.001629	0.001629	1.000000
gen-2-131	0.007198	0.007198	1.000000
gen-2-132	0.027807	-0.319221	0.375000
gen-2-133	0.015667	-0.206183	0.666667
gen-2-134	0.017235	0.017235	1.000000
gen-2-135	0.016568	-0.280561	0.533333
gen-2-136	0.014985	0.014985	1.000000
gen-2-137	0.003019	-0.318738	0.200000
gen-2-138	0.032892	-0.307920	0.400000
gen-2-139	0.015814	0.015814	1.000000
gen-2-140	0.026471	-0.326773	0.350000
gen-2-141	0.025726	-0.196124	0.666667
gen-2-142	0.000415	-0.368812	0.285714
gen-2-143	0.032853	0.032853	1.000000
gen-2-144	0.012617	-0.309141	0.200000
gen-2-145	0.011884	0.011884	1.000000
gen-2-146	0.015320	0.015320	1.000000
gen-2-147	0.012943	0.012943	1.000000
gen-2-148	0.019442	-0.337946	0.333333
gen-2-149	0.015594	-0.206256	0.666667
gen-2-150	0.020704	-0.238785	0.600000
gen-2-151	0.002550	-0.313398	0.500000
gen-2-152	0.009771	-0.347617	0.333333
gen-2-153	0.015648	0.015648	1.000000
gen-2-154	0.026606	-0.232883	0.600000
gen-2-155	0.014933	-0.253966	0.583333
gen-2-156	0.019102	0.019102	1.000000
gen-2-157	0.029882	-0.310930	0.400000
gen-2-158	0.023651	0.023651	1.000000
gen-2-159	0.025583	-0.331804	0.333333
gen-2-160	0.010358	0.010358	1.000000
gen-2-161	0.016966	-0.253180	0.166667
gen-2-162	0.001204	-0.314744	0.500000
gen-2-163	0.015284	0.015284	1.000000
gen-2-164	0.009342	0.009342	1.000000
gen-2-165	0.023191	-0.334197	0.333333
gen-2-166	0.018939	-0.321873	0.400000
gen-2-167	0.025785	-0.340370	0.250000
gen-2-168	0.015572	0.015572	1.000000
gen-2-169	0.016345	-0.305412	0.200000
gen-2-170	0.011373	0.011373	1.000000
gen-2-171	0.001534	-0.314414	0.500000
gen-2-172	0.014937	-0.301011	0.500000
gen-2-173	0.018332	0.018332	1.000000
gen-2-174	0.011973	-0.357255	0.285714
gen-2-175	0.021154	-0.312554	0.428571
gen-2-176	0.009320	0.009320	1.000000
gen-2-177	0.011824	0.011824	1.000000
gen-2-178	0.017099	-0.340289	0.333333
gen-2-179	0.009050	-0.261096	0.166667
gen-2-180	0.025511	-0.262208	0.550000
gen-2-181	0.017636	-0.323176	0.400000
gen-2-182	0.011740	0.011740	1.000000
gen-2-183	0.014678	-0.244811	0.600000
gen-2-184	0.021219	0.021219	1.000000
gen-2-185	0.002367	-0.348250	0.222222
gen-2-186	0.011166	0.011166	1.000000
gen-2-187	0.000402	-0.368826	0.285714
gen-2-188	0.026613	-0.339542	0.250000
gen-2-189	0.011428	0.011428	1.000000
gen-2-190	0.010367	-0.305581	0.500000
gen-2-191	0.017501	0.017501	1.000000
gen-2-192	0.015081	-0.206769	0.666667
gen-2-193	0.015959	0.015959	1.000000
gen-2-194	0.016225	-0.252674	0.583333
gen-2-195	0.035691	-0.330464	0.250000
gen-2-196	0.007265	0.007265	1.000000
gen-2-197	0.025781	-0.331607	0.333333
